Frequency(Hz),Current_Fault,P2306001,P2306003,Eng Unit,P2305002,AMEC
4.80E+06,2.352840306,2.324911645,2.32968366,2.33E+00,2.33E+00,2.32E+00
4.80E+06,2.35349087,2.325457979,2.330234597,2.33E+00,2.33E+00,2.32E+00
4.80E+06,2.354008064,2.325954764,2.330754877,2.33E+00,2.33E+00,2.32E+00
4.80E+06,2.354570793,2.326440479,2.331286916,2.33E+00,2.33E+00,2.33E+00
4.81E+06,2.355129534,2.326979952,2.331790596,2.33E+00,2.33E+00,2.33E+00
4.81E+06,2.355664463,2.327507404,2.332297257,2.33E+00,2.33E+00,2.33E+00
4.81E+06,2.356238204,2.328044237,2.332824207,2.33E+00,2.33E+00,2.33E+00
4.81E+06,2.356788948,2.3285642,2.333355315,2.33E+00,2.33E+00,2.33E+00
4.82E+06,2.357326747,2.329062126,2.333872418,2.33E+00,2.33E+00,2.33E+00
4.82E+06,2.357871909,2.329550412,2.33437259,2.33E+00,2.33E+00,2.33E+00
4.82E+06,2.358405095,2.330047663,2.334889021,2.33E+00,2.33E+00,2.33E+00
4.82E+06,2.358945153,2.330593902,2.335431477,2.34E+00,2.33E+00,2.33E+00
4.83E+06,2.359535042,2.331111163,2.335891884,2.34E+00,2.33E+00,2.33E+00
4.83E+06,2.360107115,2.331618858,2.336411441,2.34E+00,2.33E+00,2.33E+00
4.83E+06,2.360625494,2.332118149,2.33694216,2.34E+00,2.33E+00,2.33E+00
4.83E+06,2.361199146,2.332628325,2.337480345,2.34E+00,2.33E+00,2.33E+00
4.84E+06,2.361725303,2.333116989,2.337999723,2.34E+00,2.33E+00,2.33E+00
4.84E+06,2.362211909,2.333656669,2.338468091,2.34E+00,2.33E+00,2.33E+00
4.84E+06,2.36281431,2.334161797,2.338977304,2.34E+00,2.34E+00,2.33E+00
4.84E+06,2.363332625,2.33468653,2.339494921,2.34E+00,2.34E+00,2.33E+00
4.85E+06,2.363885377,2.335191068,2.340041079,2.34E+00,2.34E+00,2.33E+00
4.85E+06,2.36446516,2.335710499,2.340522865,2.34E+00,2.34E+00,2.33E+00
4.85E+06,2.364959304,2.336216236,2.341033014,2.34E+00,2.34E+00,2.34E+00
4.85E+06,2.365500151,2.336722119,2.341545088,2.34E+00,2.34E+00,2.34E+00
4.86E+06,2.366088552,2.337237133,2.342034666,2.34E+00,2.34E+00,2.34E+00
4.86E+06,2.366578024,2.337720974,2.34253612,2.34E+00,2.34E+00,2.34E+00
4.86E+06,2.367138512,2.338235207,2.343064231,2.34E+00,2.34E+00,2.34E+00
4.86E+06,2.367701866,2.338736344,2.343557741,2.34E+00,2.34E+00,2.34E+00
4.87E+06,2.368200958,2.339253984,2.344078119,2.34E+00,2.34E+00,2.34E+00
4.87E+06,2.368751236,2.339751029,2.344577395,2.34E+00,2.34E+00,2.34E+00
4.87E+06,2.369327068,2.340243949,2.345085077,2.34E+00,2.34E+00,2.34E+00
4.87E+06,2.369833956,2.340721918,2.345579148,2.35E+00,2.34E+00,2.34E+00
4.88E+06,2.370381753,2.341276527,2.34609904,2.35E+00,2.34E+00,2.34E+00
4.88E+06,2.37090979,2.341767327,2.346588396,2.35E+00,2.34E+00,2.34E+00
4.88E+06,2.371401956,2.342271677,2.347057801,2.35E+00,2.34E+00,2.34E+00
4.88E+06,2.372005772,2.342765551,2.347567261,2.35E+00,2.34E+00,2.34E+00
4.89E+06,2.372507555,2.343248778,2.348060745,2.35E+00,2.34E+00,2.34E+00
4.89E+06,2.373024157,2.343757914,2.348581897,2.35E+00,2.34E+00,2.34E+00
4.89E+06,2.373608896,2.344259723,2.349080941,2.35E+00,2.35E+00,2.34E+00
4.89E+06,2.374086101,2.344784823,2.349607997,2.35E+00,2.35E+00,2.34E+00
4.90E+06,2.374667637,2.345294558,2.350076627,2.35E+00,2.35E+00,2.34E+00
4.90E+06,2.375209571,2.345773408,2.350581483,2.35E+00,2.35E+00,2.34E+00
4.90E+06,2.375734893,2.346241216,2.351085206,2.35E+00,2.35E+00,2.35E+00
4.90E+06,2.37627649,2.346715101,2.351590971,2.35E+00,2.35E+00,2.35E+00
4.91E+06,2.376792867,2.347231978,2.352048599,2.35E+00,2.35E+00,2.35E+00
4.91E+06,2.377311332,2.34775952,2.352575416,2.35E+00,2.35E+00,2.35E+00
4.91E+06,2.377855811,2.348236435,2.35305248,2.35E+00,2.35E+00,2.35E+00
4.91E+06,2.378400281,2.348741333,2.353530649,2.35E+00,2.35E+00,2.35E+00
4.92E+06,2.378891207,2.349224697,2.354048903,2.35E+00,2.35E+00,2.35E+00
4.92E+06,2.379452654,2.349731731,2.354558019,2.35E+00,2.35E+00,2.35E+00
4.92E+06,2.379917292,2.350228767,2.355039955,2.35E+00,2.35E+00,2.35E+00
4.92E+06,2.380488319,2.350680187,2.355496076,2.36E+00,2.35E+00,2.35E+00
4.93E+06,2.381035621,2.351209401,2.355991646,2.36E+00,2.35E+00,2.35E+00
4.93E+06,2.381499305,2.351625476,2.356532212,2.36E+00,2.35E+00,2.35E+00
4.93E+06,2.382076477,2.352161028,2.357031855,2.36E+00,2.35E+00,2.35E+00
4.93E+06,2.382597617,2.352637312,2.357512092,2.36E+00,2.35E+00,2.35E+00
4.94E+06,2.383078788,2.353155414,2.357992576,2.36E+00,2.35E+00,2.35E+00
4.94E+06,2.383675436,2.353650707,2.358453556,2.36E+00,2.35E+00,2.35E+00
4.94E+06,2.384174491,2.354120849,2.358950929,2.36E+00,2.36E+00,2.35E+00
4.94E+06,2.384697559,2.354597504,2.359464735,2.36E+00,2.36E+00,2.35E+00
4.95E+06,2.385226798,2.355103451,2.359941314,2.36E+00,2.36E+00,2.35E+00
4.95E+06,2.385716092,2.355566573,2.360450101,2.36E+00,2.36E+00,2.35E+00
4.95E+06,2.386257514,2.356067282,2.360901774,2.36E+00,2.36E+00,2.36E+00
4.95E+06,2.386795,2.3565545,2.361402468,2.36E+00,2.36E+00,2.36E+00
4.96E+06,2.387320392,2.357031601,2.361876488,2.36E+00,2.36E+00,2.36E+00
4.96E+06,2.387823399,2.357522938,2.362360915,2.36E+00,2.36E+00,2.36E+00
4.96E+06,2.38835966,2.358028114,2.36287355,2.36E+00,2.36E+00,2.36E+00
4.96E+06,2.388849692,2.358510069,2.363362353,2.36E+00,2.36E+00,2.36E+00
4.97E+06,2.389403698,2.359017283,2.363812399,2.36E+00,2.36E+00,2.36E+00
4.97E+06,2.38993654,2.359442971,2.364312,2.36E+00,2.36E+00,2.36E+00
4.97E+06,2.390439641,2.359926634,2.36480563,2.36E+00,2.36E+00,2.36E+00
4.97E+06,2.3909552,2.360425843,2.365254115,2.37E+00,2.36E+00,2.36E+00
4.98E+06,2.391432857,2.36092834,2.365749575,2.37E+00,2.36E+00,2.36E+00
4.98E+06,2.391961464,2.361386893,2.36624195,2.37E+00,2.36E+00,2.36E+00
4.98E+06,2.392530112,2.361866641,2.366701777,2.37E+00,2.36E+00,2.36E+00
4.98E+06,2.393064432,2.362359885,2.367196961,2.37E+00,2.36E+00,2.36E+00
4.99E+06,2.393561455,2.362821917,2.367673449,2.37E+00,2.36E+00,2.36E+00
4.99E+06,2.394075822,2.363293733,2.368172312,2.37E+00,2.36E+00,2.36E+00
4.99E+06,2.394519278,2.363790238,2.368646421,2.37E+00,2.37E+00,2.36E+00
4.99E+06,2.395068482,2.364254808,2.369136639,2.37E+00,2.37E+00,2.36E+00
5.00E+06,2.395636321,2.364723073,2.369595969,2.37E+00,2.37E+00,2.36E+00
5.00E+06,2.396099303,2.365210656,2.370106233,2.37E+00,2.37E+00,2.36E+00
5.00E+06,2.396626466,2.365692886,2.370574807,2.37E+00,2.37E+00,2.36E+00
5.00E+06,2.397125592,2.36616621,2.371030613,2.37E+00,2.37E+00,2.37E+00
5.01E+06,2.397639423,2.366655896,2.371520264,2.37E+00,2.37E+00,2.37E+00
5.01E+06,2.39819548,2.367157991,2.371988814,2.37E+00,2.37E+00,2.37E+00
5.01E+06,2.398695891,2.367573486,2.37247036,2.37E+00,2.37E+00,2.37E+00
5.01E+06,2.399163144,2.368069734,2.37292808,2.37E+00,2.37E+00,2.37E+00
5.02E+06,2.399704338,2.368529347,2.373422321,2.37E+00,2.37E+00,2.37E+00
5.02E+06,2.40019072,2.369022739,2.373919702,2.37E+00,2.37E+00,2.37E+00
5.02E+06,2.400692085,2.369472088,2.374378177,2.37E+00,2.37E+00,2.37E+00
5.02E+06,2.401265243,2.369982471,2.3748471,2.37E+00,2.37E+00,2.37E+00
5.03E+06,2.401730005,2.370430915,2.375297761,2.38E+00,2.37E+00,2.37E+00
5.03E+06,2.402243805,2.370884519,2.375807473,2.38E+00,2.37E+00,2.37E+00
5.03E+06,2.402753395,2.371369031,2.376287903,2.38E+00,2.37E+00,2.37E+00
5.03E+06,2.403266271,2.371876353,2.376749685,2.38E+00,2.37E+00,2.37E+00
5.04E+06,2.403790502,2.37229895,2.377144044,2.38E+00,2.37E+00,2.37E+00
5.04E+06,2.404299092,2.372796545,2.377667902,2.38E+00,2.37E+00,2.37E+00
5.04E+06,2.404806013,2.37323525,2.378138922,2.38E+00,2.37E+00,2.37E+00
5.04E+06,2.405330561,2.373730187,2.378631537,2.38E+00,2.38E+00,2.37E+00
5.05E+06,2.405810641,2.374203263,2.379084686,2.38E+00,2.38E+00,2.37E+00
5.05E+06,2.406295718,2.374661454,2.37955676,2.38E+00,2.38E+00,2.37E+00
5.05E+06,2.40682185,2.375137131,2.379999079,2.38E+00,2.38E+00,2.37E+00
5.05E+06,2.407362668,2.375594693,2.380495636,2.38E+00,2.38E+00,2.37E+00
5.06E+06,2.407839393,2.376031725,2.380953419,2.38E+00,2.38E+00,2.38E+00
5.06E+06,2.408331993,2.37653676,2.381466375,2.38E+00,2.38E+00,2.38E+00
5.06E+06,2.408791804,2.376985519,2.381896423,2.38E+00,2.38E+00,2.38E+00
5.06E+06,2.40936478,2.377466856,2.382373189,2.38E+00,2.38E+00,2.38E+00
5.07E+06,2.4098502,2.377896299,2.382795229,2.38E+00,2.38E+00,2.38E+00
5.07E+06,2.410370364,2.378381184,2.383307343,2.38E+00,2.38E+00,2.38E+00
5.07E+06,2.410819469,2.37883871,2.383745033,2.38E+00,2.38E+00,2.38E+00
5.07E+06,2.411367369,2.37932402,2.384226706,2.38E+00,2.38E+00,2.38E+00
5.08E+06,2.411823891,2.379788366,2.384698659,2.38E+00,2.38E+00,2.38E+00
5.08E+06,2.412366085,2.380229352,2.385128135,2.39E+00,2.38E+00,2.38E+00
5.08E+06,2.412864458,2.380693863,2.385618008,2.39E+00,2.38E+00,2.38E+00
5.08E+06,2.413316201,2.381126636,2.386090314,2.39E+00,2.38E+00,2.38E+00
5.09E+06,2.413849695,2.381610092,2.386521537,2.39E+00,2.38E+00,2.38E+00
5.09E+06,2.414363533,2.382057674,2.387017931,2.39E+00,2.38E+00,2.38E+00
5.09E+06,2.414861205,2.382553126,2.387473034,2.39E+00,2.38E+00,2.38E+00
5.09E+06,2.41535704,2.38299511,2.387878475,2.39E+00,2.38E+00,2.38E+00
5.10E+06,2.415828391,2.383462085,2.388365289,2.39E+00,2.39E+00,2.38E+00
5.10E+06,2.416321382,2.383919476,2.388825093,2.39E+00,2.39E+00,2.38E+00
5.10E+06,2.41685848,2.384390159,2.389343748,2.39E+00,2.39E+00,2.38E+00
5.10E+06,2.417288358,2.384829829,2.389726096,2.39E+00,2.39E+00,2.38E+00
5.11E+06,2.417852413,2.385278378,2.390218193,2.39E+00,2.39E+00,2.38E+00
5.11E+06,2.418334404,2.385781629,2.390644925,2.39E+00,2.39E+00,2.39E+00
5.11E+06,2.418826012,2.386188317,2.391158213,2.39E+00,2.39E+00,2.39E+00
5.11E+06,2.419300608,2.386676919,2.391589074,2.39E+00,2.39E+00,2.39E+00
5.12E+06,2.41982121,2.38710171,2.39209467,2.39E+00,2.39E+00,2.39E+00
5.12E+06,2.420261601,2.387571949,2.392496301,2.39E+00,2.39E+00,2.39E+00
5.12E+06,2.420797312,2.388005194,2.392942708,2.39E+00,2.39E+00,2.39E+00
5.12E+06,2.421333812,2.388471803,2.393415957,2.39E+00,2.39E+00,2.39E+00
5.13E+06,2.421789957,2.388937933,2.393866087,2.39E+00,2.39E+00,2.39E+00
5.13E+06,2.422265804,2.389376858,2.394345419,2.39E+00,2.39E+00,2.39E+00
5.13E+06,2.422766012,2.389823626,2.394808836,2.39E+00,2.39E+00,2.39E+00
5.13E+06,2.423207905,2.390312195,2.395230696,2.40E+00,2.39E+00,2.39E+00
5.14E+06,2.423762015,2.390733561,2.395655337,2.40E+00,2.39E+00,2.39E+00
5.14E+06,2.424242016,2.391200149,2.396165737,2.40E+00,2.39E+00,2.39E+00
5.14E+06,2.42473781,2.391646768,2.396600097,2.40E+00,2.39E+00,2.39E+00
5.14E+06,2.425268338,2.3921171,2.397064616,2.40E+00,2.39E+00,2.39E+00
5.15E+06,2.425698873,2.392545829,2.397519338,2.40E+00,2.39E+00,2.39E+00
5.15E+06,2.426189056,2.393000885,2.397948459,2.40E+00,2.39E+00,2.39E+00
5.15E+06,2.426712456,2.393459166,2.398403791,2.40E+00,2.40E+00,2.39E+00
5.15E+06,2.427188147,2.393901258,2.398872077,2.40E+00,2.40E+00,2.39E+00
5.16E+06,2.427678532,2.394334143,2.399321558,2.40E+00,2.40E+00,2.39E+00
5.16E+06,2.4281537,2.394800501,2.399798973,2.40E+00,2.40E+00,2.39E+00
5.16E+06,2.428598871,2.395263295,2.400214479,2.40E+00,2.40E+00,2.39E+00
5.16E+06,2.429138297,2.395729569,2.400664435,2.40E+00,2.40E+00,2.40E+00
5.17E+06,2.429617655,2.396138374,2.401097826,2.40E+00,2.40E+00,2.40E+00
5.17E+06,2.430109235,2.396579343,2.401553205,2.40E+00,2.40E+00,2.40E+00
5.17E+06,2.430595005,2.397026526,2.402025599,2.40E+00,2.40E+00,2.40E+00
5.17E+06,2.431050322,2.397482093,2.402441292,2.40E+00,2.40E+00,2.40E+00
5.18E+06,2.431546267,2.397914806,2.402922019,2.40E+00,2.40E+00,2.40E+00
5.18E+06,2.432092315,2.398389181,2.403321042,2.40E+00,2.40E+00,2.40E+00
5.18E+06,2.432547594,2.398833294,2.403783636,2.40E+00,2.40E+00,2.40E+00
5.18E+06,2.433027202,2.399250233,2.404260681,2.40E+00,2.40E+00,2.40E+00
5.19E+06,2.433471623,2.399729841,2.404702655,2.40E+00,2.40E+00,2.40E+00
5.19E+06,2.433944211,2.400137189,2.405137347,2.41E+00,2.40E+00,2.40E+00
5.19E+06,2.434469087,2.400609343,2.405587633,2.41E+00,2.40E+00,2.40E+00
5.19E+06,2.434943773,2.401079507,2.406031125,2.41E+00,2.40E+00,2.40E+00
5.20E+06,2.435448035,2.40146286,2.406482409,2.41E+00,2.40E+00,2.40E+00
5.20E+06,2.4358874,2.401902458,2.406922472,2.41E+00,2.40E+00,2.40E+00
5.20E+06,2.436411185,2.402348109,2.407384512,2.41E+00,2.40E+00,2.40E+00
5.20E+06,2.436848127,2.40281805,2.407821007,2.41E+00,2.40E+00,2.40E+00
5.21E+06,2.437359167,2.403262264,2.408229237,2.41E+00,2.41E+00,2.40E+00
5.21E+06,2.437842069,2.403687639,2.408688345,2.41E+00,2.41E+00,2.40E+00
5.21E+06,2.438315997,2.404084576,2.409105251,2.41E+00,2.41E+00,2.40E+00
5.21E+06,2.43879144,2.404552339,2.409580014,2.41E+00,2.41E+00,2.40E+00
5.22E+06,2.439306056,2.405027568,2.410009141,2.41E+00,2.41E+00,2.40E+00
5.22E+06,2.439743147,2.405441103,2.410440161,2.41E+00,2.41E+00,2.40E+00
5.22E+06,2.440236872,2.405894763,2.410850029,2.41E+00,2.41E+00,2.41E+00
5.22E+06,2.440686056,2.4063243,2.411306533,2.41E+00,2.41E+00,2.41E+00
5.23E+06,2.44119533,2.406729173,2.41174781,2.41E+00,2.41E+00,2.41E+00
5.23E+06,2.441674791,2.407213517,2.41223043,2.41E+00,2.41E+00,2.41E+00
5.23E+06,2.442139387,2.407646455,2.412687338,2.41E+00,2.41E+00,2.41E+00
5.23E+06,2.44263902,2.408068344,2.413053583,2.41E+00,2.41E+00,2.41E+00
5.24E+06,2.443115993,2.408523193,2.413484562,2.41E+00,2.41E+00,2.41E+00
5.24E+06,2.443579829,2.40895482,2.413989204,2.41E+00,2.41E+00,2.41E+00
5.24E+06,2.444091687,2.409371247,2.414395432,2.41E+00,2.41E+00,2.41E+00
5.24E+06,2.444490924,2.409827271,2.414836404,2.41E+00,2.41E+00,2.41E+00
5.25E+06,2.444984232,2.410270493,2.415258762,2.42E+00,2.41E+00,2.41E+00
5.25E+06,2.445476589,2.41069361,2.415723668,2.42E+00,2.41E+00,2.41E+00
5.25E+06,2.445975012,2.411109938,2.41613421,2.42E+00,2.41E+00,2.41E+00
5.25E+06,2.446440732,2.411525892,2.416606581,2.42E+00,2.41E+00,2.41E+00
5.26E+06,2.446894747,2.411982873,2.417045703,2.42E+00,2.41E+00,2.41E+00
5.26E+06,2.447393891,2.412402893,2.417449589,2.42E+00,2.41E+00,2.41E+00
5.26E+06,2.4478518,2.412848323,2.417878885,2.42E+00,2.41E+00,2.41E+00
5.26E+06,2.448299451,2.413310696,2.418303023,2.42E+00,2.42E+00,2.41E+00
5.27E+06,2.448782342,2.413702958,2.418747487,2.42E+00,2.42E+00,2.41E+00
5.27E+06,2.449238957,2.414142358,2.419162535,2.42E+00,2.42E+00,2.41E+00
5.27E+06,2.449778423,2.414600547,2.41964866,2.42E+00,2.42E+00,2.41E+00
5.27E+06,2.450216366,2.415008144,2.420060103,2.42E+00,2.42E+00,2.41E+00
5.28E+06,2.450690004,2.415456105,2.420494502,2.42E+00,2.42E+00,2.42E+00
5.28E+06,2.451142805,2.415896568,2.420930047,2.42E+00,2.42E+00,2.42E+00
5.28E+06,2.451639888,2.416292155,2.421376588,2.42E+00,2.42E+00,2.42E+00
5.28E+06,2.452132355,2.416711578,2.421775987,2.42E+00,2.42E+00,2.42E+00
5.29E+06,2.452534337,2.417169364,2.422200492,2.42E+00,2.42E+00,2.42E+00
5.29E+06,2.453001057,2.417588656,2.422665368,2.42E+00,2.42E+00,2.42E+00
5.29E+06,2.453513802,2.418032119,2.423065267,2.42E+00,2.42E+00,2.42E+00
5.29E+06,2.453996554,2.418452114,2.423492115,2.42E+00,2.42E+00,2.42E+00
5.30E+06,2.454481022,2.41887556,2.423956695,2.42E+00,2.42E+00,2.42E+00
5.30E+06,2.454921499,2.419325976,2.424340719,2.42E+00,2.42E+00,2.42E+00
5.30E+06,2.455357141,2.419711819,2.424802211,2.42E+00,2.42E+00,2.42E+00
5.30E+06,2.455870951,2.420191183,2.425195862,2.43E+00,2.42E+00,2.42E+00
5.31E+06,2.456311961,2.4205789,2.42557629,2.43E+00,2.42E+00,2.42E+00
5.31E+06,2.456795666,2.421014632,2.426084521,2.43E+00,2.42E+00,2.42E+00
5.31E+06,2.45724331,2.42141529,2.426489393,2.43E+00,2.42E+00,2.42E+00
5.31E+06,2.45770508,2.421879303,2.426924856,2.43E+00,2.42E+00,2.42E+00
5.32E+06,2.458145855,2.422295311,2.427367135,2.43E+00,2.42E+00,2.42E+00
5.32E+06,2.458677249,2.422716186,2.427772791,2.43E+00,2.42E+00,2.42E+00
5.32E+06,2.459105032,2.423146309,2.428157947,2.43E+00,2.43E+00,2.42E+00
5.32E+06,2.459566966,2.423520484,2.428605621,2.43E+00,2.43E+00,2.42E+00
5.33E+06,2.460067579,2.424009163,2.429076419,2.43E+00,2.43E+00,2.42E+00
5.33E+06,2.460453003,2.424432841,2.429486015,2.43E+00,2.43E+00,2.42E+00
5.33E+06,2.460931993,2.424848238,2.429909952,2.43E+00,2.43E+00,2.42E+00
5.33E+06,2.46144543,2.425255602,2.430306442,2.43E+00,2.43E+00,2.42E+00
5.34E+06,2.461896701,2.425680831,2.430736961,2.43E+00,2.43E+00,2.43E+00
5.34E+06,2.46236962,2.426078206,2.431162345,2.43E+00,2.43E+00,2.43E+00
5.34E+06,2.462836934,2.42653522,2.431617678,2.43E+00,2.43E+00,2.43E+00
5.34E+06,2.463292745,2.426938943,2.432028452,2.43E+00,2.43E+00,2.43E+00
5.35E+06,2.46375964,2.427370427,2.432437678,2.43E+00,2.43E+00,2.43E+00
5.35E+06,2.464194683,2.427768917,2.432842628,2.43E+00,2.43E+00,2.43E+00
5.35E+06,2.464634064,2.428204342,2.433271656,2.43E+00,2.43E+00,2.43E+00
5.35E+06,2.465122875,2.428568506,2.433719181,2.43E+00,2.43E+00,2.43E+00
5.36E+06,2.465619875,2.429048309,2.434135343,2.43E+00,2.43E+00,2.43E+00
5.36E+06,2.466014345,2.42944546,2.434551084,2.43E+00,2.43E+00,2.43E+00
5.36E+06,2.466476753,2.429896239,2.434961864,2.43E+00,2.43E+00,2.43E+00
5.36E+06,2.466987555,2.430323714,2.435376211,2.44E+00,2.43E+00,2.43E+00
5.37E+06,2.46743266,2.430659219,2.435814838,2.44E+00,2.43E+00,2.43E+00
5.37E+06,2.467923241,2.431095601,2.436239687,2.44E+00,2.43E+00,2.43E+00
5.37E+06,2.468350023,2.431566054,2.436662573,2.44E+00,2.43E+00,2.43E+00
5.37E+06,2.468785723,2.431976559,2.43710764,2.44E+00,2.43E+00,2.43E+00
5.38E+06,2.469324802,2.432416839,2.437463263,2.44E+00,2.43E+00,2.43E+00
5.38E+06,2.469726441,2.432766995,2.437892265,2.44E+00,2.43E+00,2.43E+00
5.38E+06,2.470202005,2.433218428,2.438340574,2.44E+00,2.44E+00,2.43E+00
5.38E+06,2.470635096,2.433589827,2.438696501,2.44E+00,2.44E+00,2.43E+00
5.39E+06,2.471116289,2.434060937,2.439147619,2.44E+00,2.44E+00,2.43E+00
5.39E+06,2.471556804,2.434442272,2.439584231,2.44E+00,2.44E+00,2.43E+00
5.39E+06,2.472033921,2.434844267,2.439938556,2.44E+00,2.44E+00,2.43E+00
5.39E+06,2.472508569,2.435300256,2.440417545,2.44E+00,2.44E+00,2.44E+00
5.40E+06,2.47296463,2.435672192,2.440823011,2.44E+00,2.44E+00,2.44E+00
5.40E+06,2.473419533,2.436099927,2.441254835,2.44E+00,2.44E+00,2.44E+00
5.40E+06,2.473890041,2.436547693,2.441672445,2.44E+00,2.44E+00,2.44E+00
5.40E+06,2.474311391,2.43695126,2.442063331,2.44E+00,2.44E+00,2.44E+00
5.41E+06,2.474782427,2.437340014,2.442427258,2.44E+00,2.44E+00,2.44E+00
5.41E+06,2.475232788,2.43776356,2.442899324,2.44E+00,2.44E+00,2.44E+00
5.41E+06,2.475646726,2.438169537,2.443327506,2.44E+00,2.44E+00,2.44E+00
5.41E+06,2.476115569,2.438599311,2.443718262,2.44E+00,2.44E+00,2.44E+00
5.42E+06,2.476542921,2.439009104,2.444134451,2.44E+00,2.44E+00,2.44E+00
5.42E+06,2.477025549,2.439455324,2.444565087,2.44E+00,2.44E+00,2.44E+00
5.42E+06,2.477487226,2.439800367,2.444926403,2.45E+00,2.44E+00,2.44E+00
5.42E+06,2.47799143,2.440224552,2.445375536,2.45E+00,2.44E+00,2.44E+00
5.43E+06,2.47839583,2.440639117,2.445762914,2.45E+00,2.44E+00,2.44E+00
5.43E+06,2.478823751,2.441099823,2.446218171,2.45E+00,2.44E+00,2.44E+00
5.43E+06,2.479316745,2.441466984,2.446628452,2.45E+00,2.44E+00,2.44E+00
5.43E+06,2.479751961,2.441873333,2.446989405,2.45E+00,2.44E+00,2.44E+00
5.44E+06,2.480280419,2.442290761,2.447443526,2.45E+00,2.44E+00,2.44E+00
5.44E+06,2.480729572,2.442655674,2.447839027,2.45E+00,2.44E+00,2.44E+00
5.44E+06,2.481178678,2.443107719,2.4482401,2.45E+00,2.45E+00,2.44E+00
5.44E+06,2.481586619,2.443525122,2.448680406,2.45E+00,2.45E+00,2.44E+00
5.45E+06,2.482040513,2.443896707,2.449066436,2.45E+00,2.45E+00,2.44E+00
5.45E+06,2.482501442,2.444350279,2.449429905,2.45E+00,2.45E+00,2.44E+00
5.45E+06,2.482958811,2.444687825,2.449906961,2.45E+00,2.45E+00,2.44E+00
5.45E+06,2.483377238,2.445141759,2.450308876,2.45E+00,2.45E+00,2.45E+00
5.46E+06,2.483820853,2.445586637,2.450683407,2.45E+00,2.45E+00,2.45E+00
5.46E+06,2.484248668,2.445942331,2.451104666,2.45E+00,2.45E+00,2.45E+00
5.46E+06,2.484700091,2.44637372,2.451539604,2.45E+00,2.45E+00,2.45E+00
5.46E+06,2.485192184,2.446779281,2.451918777,2.45E+00,2.45E+00,2.45E+00
5.47E+06,2.485630796,2.447155988,2.452353717,2.45E+00,2.45E+00,2.45E+00
5.47E+06,2.486102946,2.447578316,2.452745368,2.45E+00,2.45E+00,2.45E+00
5.47E+06,2.486528537,2.447992256,2.453155331,2.45E+00,2.45E+00,2.45E+00
5.47E+06,2.486956051,2.448382577,2.453544032,2.45E+00,2.45E+00,2.45E+00
5.48E+06,2.48740087,2.448802619,2.453933454,2.45E+00,2.45E+00,2.45E+00
5.48E+06,2.487912663,2.449182384,2.454346165,2.45E+00,2.45E+00,2.45E+00
5.48E+06,2.488386339,2.449603884,2.454813776,2.45E+00,2.45E+00,2.45E+00
5.48E+06,2.488795683,2.450016905,2.455171241,2.46E+00,2.45E+00,2.45E+00
5.49E+06,2.489186809,2.450386627,2.455550844,2.46E+00,2.45E+00,2.45E+00
5.49E+06,2.489650425,2.45077279,2.456002236,2.46E+00,2.45E+00,2.45E+00
5.49E+06,2.490077352,2.451200191,2.456363384,2.46E+00,2.45E+00,2.45E+00
5.49E+06,2.490589155,2.451593328,2.456791442,2.46E+00,2.45E+00,2.45E+00
5.50E+06,2.491059385,2.451995916,2.457202812,2.46E+00,2.45E+00,2.45E+00
5.50E+06,2.49145366,2.452412832,2.457637948,2.46E+00,2.45E+00,2.45E+00
5.50E+06,2.491891215,2.452781626,2.458006121,2.46E+00,2.46E+00,2.45E+00
5.50E+06,2.492389778,2.453248582,2.458414239,2.46E+00,2.46E+00,2.45E+00
5.51E+06,2.492888802,2.453660999,2.458810056,2.46E+00,2.46E+00,2.45E+00
5.51E+06,2.493276637,2.453989357,2.459209451,2.46E+00,2.46E+00,2.45E+00
5.51E+06,2.493677928,2.454401569,2.459671799,2.46E+00,2.46E+00,2.45E+00
5.51E+06,2.49412324,2.454818994,2.460025376,2.46E+00,2.46E+00,2.45E+00
5.52E+06,2.494558575,2.455214298,2.460389188,2.46E+00,2.46E+00,2.46E+00
5.52E+06,2.495051625,2.455622063,2.460841024,2.46E+00,2.46E+00,2.46E+00
5.52E+06,2.495531943,2.456010499,2.461203534,2.46E+00,2.46E+00,2.46E+00
5.52E+06,2.495951987,2.456402845,2.461600893,2.46E+00,2.46E+00,2.46E+00
5.53E+06,2.496371304,2.456809999,2.462017768,2.46E+00,2.46E+00,2.46E+00
5.53E+06,2.496788616,2.457188482,2.462409398,2.46E+00,2.46E+00,2.46E+00
5.53E+06,2.497248503,2.45759984,2.462828409,2.46E+00,2.46E+00,2.46E+00
5.53E+06,2.497738893,2.45801182,2.463172163,2.46E+00,2.46E+00,2.46E+00
5.54E+06,2.498151361,2.458375908,2.463592277,2.46E+00,2.46E+00,2.46E+00
5.54E+06,2.498606263,2.458747803,2.464033496,2.46E+00,2.46E+00,2.46E+00
5.54E+06,2.499009271,2.459207521,2.464422414,2.46E+00,2.46E+00,2.46E+00
5.54E+06,2.499420403,2.459602402,2.464814964,2.46E+00,2.46E+00,2.46E+00
5.55E+06,2.499898498,2.460018405,2.465195183,2.47E+00,2.46E+00,2.46E+00
5.55E+06,2.500364331,2.460412688,2.465575914,2.47E+00,2.46E+00,2.46E+00
5.55E+06,2.500845751,2.460774059,2.466020715,2.47E+00,2.46E+00,2.46E+00
